feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
0.30969024595258116,-0.5844884499980426,0.7389939229043155,2021-01-01,sunny,41.26978316781721,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.27635104715336967,0.3200389314242107,-0.5880397514681872,2021-01-01,sunny,-147.974545241044,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.5141434109566011,-0.02114926309399019,2.0976001655397085,2021-01-01,cloudy,204.59748555803523,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
-0.5743823879496885,-1.15036826597409,-1.2455482785477532,2021-01-01,cloudy,-119.53589224143434,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.13867654792243364,0.2775712792931948,-0.43568318053330335,2021-01-01,cloudy,-34.25300712957124,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
1.1124155867129317,-0.48092711083569434,0.6143106938559859,2021-01-01,sunny,127.3423368526436,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-1.0584574487241556,1.1993129115806938,-1.0944868466526865,2021-01-01,sunny,-72.75570512742225,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.7694782785894531,0.5277069881629612,1.3575618663781792,2021-01-01,sunny,-9.792822816869982,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.3508656662316276,-0.11719113454891905,-0.46313428767978737,2021-01-01,sunny,3.1811537799277048,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-3.032215330852877,0.604348108126003,-0.40404817417475575,2021-01-01,cloudy,-240.04591295684023,0.0,-1.2045560582883603,-1.6672146749854944,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.6269272766510803,-0.33596691174303545,0.8225119893690109,2021-01-01,sunny,121.74670394585696,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
1.9127295909994284,-0.9717978132951864,2.379631017332911,2021-01-01,sunny,276.9050163327453,0.0,-1.2045560582883603,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.6077145928993128,1.6403496414025511,-0.9880837247762516,2021-01-02,cloudy,56.93167941339158,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.4012127736342943,-1.6875279543908832,-0.6069995347724181,2021-01-02,sunny,25.473754325857417,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.620577261226252,3.077299290817791,0.22980407187818438,2021-01-02,sunny,20.57038514349025,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.9171851636393,0.13079696227001064,-0.9268071971893062,2021-01-02,cloudy,7.611747774567468,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.017514865357788102,0.20799364293446082,0.370133393765525,2021-01-02,rainy,16.521610431966412,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,2.2828009383701424,-1.022247413814838
2.38779805417159,-0.24534675850109766,0.05846348140781208,2021-01-02,sunny,155.719661899099,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
1.0062119189876257,0.5678164547323794,-0.585778774679784,2021-01-02,sunny,110.16833901283438,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
1.2879189715686317,0.7674659188506775,0.2252200571446312,2021-01-02,cloudy,74.71041008255816,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.5448279092354861,0.6458677106920845,-2.0437035486491464,2021-01-02,cloudy,-29.82611010211957,0.0,-1.2045560582883603,-1.5523818961646165,1.4678467673746172,-0.4380583445501704,-1.022247413814838
-0.8430374401234982,-0.5588126557625854,-0.71317057358116,2021-01-02,sunny,-40.64631664058805,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.20877849560720863,-2.2326457812564113,-0.003255355593634707,2021-01-02,sunny,2.541994733124177,0.0,-1.2045560582883603,-1.5523818961646165,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
