feature0,feature1,feature2,date,weather,target,year,month,day,weather_cloudy,weather_rainy,weather_sunny
0.1557453817937768,0.5012660009911798,0.8152552380457501,2021-03-12,rainy,56.60202644605093,0.0,1.2069845987284578,-0.4040541079558381,-0.6812700223393171,2.2828009383701424,-1.022247413814838
-1.2021456817599145,0.0807062187868855,-0.14008547589572035,2021-03-03,cloudy,-49.70990168202016,0.0,1.2069845987284578,-1.4375491173437387,1.4678467673746172,-0.4380583445501704,-1.022247413814838
-0.44043903276722846,0.32394907283648194,0.20467949819928188,2021-02-25,cloudy,-19.65316094942508,0.0,0.001214270220048785,1.0887720167155739,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.16806110291349916,-0.5938227699018289,0.1216505082554113,2021-03-04,cloudy,17.69103288453778,0.0,1.2069845987284578,-1.3227163385228609,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.050923678707339846,0.3766355460279545,-0.7396450302990568,2021-03-29,sunny,-57.484693047241095,0.0,1.2069845987284578,1.5481031319990852,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
2.575728900769968,1.8757729145452564,-1.5703519074140773,2021-01-23,cloudy,81.2389811877595,0.0,-1.2045560582883603,0.8591064590738182,1.4678467673746172,-0.4380583445501704,-1.022247413814838
-0.07794684043504792,1.0986314784667368,2.1931557697046706,2021-03-25,sunny,58.91215266107082,0.0,1.2069845987284578,1.0887720167155739,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-1.1129539099206591,-1.2175848423283213,0.6957274399391818,2021-03-19,sunny,5.105321952112973,0.0,1.2069845987284578,0.3997753437903068,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.1250088254252077,0.3275183454051191,-0.029320394262365546,2021-02-24,cloudy,-74.66987921287173,0.0,0.001214270220048785,0.973939237894696,1.4678467673746172,-0.4380583445501704,-1.022247413814838
0.5494749319704971,-2.5928994964820524,0.9522930940661579,2021-03-24,sunny,149.58858091374913,0.0,1.2069845987284578,0.973939237894696,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-2.0952079536815638,1.4978975771273233,2.042867889989567,2021-02-10,sunny,-55.78840941500087,0.0,0.001214270220048785,-0.6337196655975939,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
-0.9924353884951396,0.5724749809689267,1.002943072752573,2021-03-21,sunny,17.76625204402631,0.0,1.2069845987284578,0.6294409014320625,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
0.7007721229436944,-1.103788968474613,0.37880622193408203,2021-03-01,sunny,-2.3634459581674605,0.0,1.2069845987284578,-1.6672146749854944,-0.6812700223393171,-0.4380583445501704,0.9782367619480543
